along_strike_index,down_dip_index,lon1(deg),lat1(deg),lon2(deg),lat2(deg),dip (deg),top_depth (km),bottom_depth (km),slip deficit rate (mm/yr),tile_geometry,,,,
23,0,164.99624630820531,-46.74566971265107,164.93888768444134,-46.87413428959438,17.37592501488491,5.354862557700664,9.834459644176029,5.925532,"POLYGON Z ((1002797.232413033 4789132.091345458 -9834.45964417603, 988752.8600407823 4791904.962531144 -5354.862557700664, 985847.4008319039 4777189.042349736 -5354.862557700664, 999891.7732041546 4774416.171164051 -9834.45964417603, 1002797.232413033 4789132.091345458 -9834.45964417603))"
23,1,165.15908141083332,-46.80952807980566,165.1039742745539,-46.938495652389804,17.132481242617292,9.37699160288897,13.795723424460325,5.933910,"POLYGON Z ((1015986.203300524 4783443.250823089 -13795.72342446033, 1001895.125301549 4786073.142439832 -9376.991602888969, 999143.1165101301 4771327.755106433 -9376.991602888969, 1013234.194509106 4768697.86348969 -13795.72342446033, 1015986.203300524 4783443.250823089 -13795.72342446033))"
23,2,165.32135930780308,-46.87241443217405,165.2676852735833,-47.00170338876848,16.932592974738945,13.886208920493862,18.254905437386054,5.942589,"POLYGON Z ((1029077.210561489 4777770.65105834 -18254.90543738605, 1014955.506913313 4780318.586853525 -13886.20892049386, 1012292.107595891 4765556.937078654 -13886.20892049386, 1026413.811244067 4763009.001283469 -18254.90543738605, 1029077.210561489 4777770.65105834 -18254.90543738605))"
23,3,165.48378160439506,-46.935965848131666,165.43363964474017,-47.06595378941472,16.951183533049992,18.09404866352675,22.467400953413915,5.952110,"POLYGON Z ((1042167.290113601 4772157.87301191 -22467.40095341391, 1028005.675999693 4774464.922087529 -18094.04866352675, 1025593.841170855 4759660.090012885 -18094.04866352675, 1039755.455284762 4757353.040937266 -22467.40095341391, 1042167.290113601 4772157.87301191 -22467.40095341391))"
23,4,165.6470602276525,-46.99882079084632,165.599071321739,-47.12922216437826,16.979346437679993,22.41101081635721,26.791415276522784,5.961900,"POLYGON Z ((1055266.013108046 4766498.289508291 -26791.41527652278, 1041084.946603859 4768668.406917372 -22411.01081635721, 1038815.922634729 4753841.015702883 -22411.01081635721, 1052996.989138916 4751670.898293802 -26791.41527652278, 1055266.013108046 4766498.289508291 -26791.41527652278))"
23,5,165.81093564566586,-47.06135257423328,165.76472505537686,-47.192085710882985,17.018976877937064,26.604857610685677,30.995183992046236,5.972121,"POLYGON Z ((1068371.828280548 4760823.611625954 -30995.18399204624, 1054177.667391839 4762885.365959181 -26604.85761068568, 1052021.489427215 4748041.144976425 -26604.85761068568, 1066215.650315924 4745979.390643198 -30995.18399204624, 1068371.828280548 4760823.611625954 -30995.18399204624))"
23,6,165.9785975099568,-47.125013734138335,165.93434898065692,-47.25609410016324,17.06698808305484,29.613491480238327,34.01583518629775,5.983078,"POLYGON Z ((1081747.691846407 4755035.037025918 -34015.83518629775, 1067540.232077828 4756976.030796625 -29613.49148023833, 1065509.823737659 4742114.0846935 -29613.49148023833, 1079717.283506239 4740173.090922793 -34015.83518629775, 1081747.691846407 4755035.037025918 -34015.83518629775))"
23,7,166.14091048633009,-47.186710889912845,166.09943848255253,-47.31824121960771,16.957464634405138,34.44971959841807,38.82464480760749,5.994304,"POLYGON Z ((1094688.082603432 4749459.370756832 -38824.64480760749, 1080448.829274477 4751221.101169766 -34449.71959841807, 1078607.019830607 4736334.606015685 -34449.71959841807, 1092846.273159562 4734572.875602751 -38824.64480760749, 1094688.082603432 4749459.370756832 -38824.64480760749))"
23,8,166.30643882611548,-47.247799969424086,166.26557746089097,-47.37944699385109,20.177484603799094,38.91963832764765,44.09357894982929,6.005635,"POLYGON Z ((1107542.138742654 4743818.998589777 -44093.57894982929, 1093566.869617486 4745528.440404312 -38919.63832764765, 1091745.657543618 4730639.411336505 -38919.63832764765, 1105720.926668785 4728929.96952197 -44093.57894982929, 1107542.138742654 4743818.998589777 -44093.57894982929))"
24,0,164.92059950994192,-46.87470103266078,164.8714203366033,-47.00476446754921,17.38228935165213,5.156550892503819,9.637738096205048,5.984488,"POLYGON Z ((998616.0457265021 4774846.418837959 -9637.738096205048, 984461.2463784852 4776981.978872883 -5156.550892503818, 982223.4942905204 4762149.835885681 -5156.550892503818, 996378.2936385373 4760014.275850757 -9637.738096205048, 998616.0457265021 4774846.418837959 -9637.738096205048))"
24,1,165.08400013356035,-46.938680118922065,165.03680577223835,-47.06912354876715,17.143889766152746,9.11295566382048,13.534541608958389,5.992835,"POLYGON Z ((1011817.268051327 4769139.221136559 -13534.54160895839, 997625.9403326386 4771153.12165807 -9112.955663820481, 995518.3963490699 4756301.917721778 -9112.955663820481, 1009709.724067758 4754288.017200267 -13534.54160895839, 1011817.268051327 4769139.221136559 -13534.54160895839))"
24,2,165.24614657309272,-47.001126197343794,165.1995194587305,-47.131699108347334,16.92625047614469,13.886946559767852,18.254054571903907,6.001340,"POLYGON Z ((1024859.869795999 4763460.730685175 -18254.05457190391, 1010649.378212868 4765458.303356223 -13886.94655976785, 1008561.352904187 4750604.342594516 -13886.94655976785, 1022771.844487317 4748606.769923469 -18254.05457190391, 1024859.869795999 4763460.730685175 -18254.05457190391))"
24,3,165.41096021388978,-47.06426839613046,165.36506814334805,-47.19499643964423,17.024887636261152,17.885176384594036,22.2769824101135,6.010468,"POLYGON Z ((1038061.896910224 4757713.57910166 -22276.9824101135, 1023854.622237865 4759679.637650727 -17885.17638459404, 1021798.457766487 4744821.233036953 -17885.17638459404, 1036005.732438846 4742855.174487886 -22276.9824101135, 1038061.896910224 4757713.57910166 -22276.9824101135))"
24,4,165.57906137723725,-47.127760504177296,165.53280216686986,-47.258461820051814,17.03631015922717,21.17964896166377,25.57431426268942,6.020064,"POLYGON Z ((1051482.944254246 4751840.956855727 -25574.31426268942, 1037283.811451595 4753858.763720774 -21179.64896166377, 1035173.398127622 4739007.967257217 -21179.64896166377, 1049372.530930273 4736990.16039217 -25574.31426268942, 1051482.944254246 4751840.956855727 -25574.31426268942))"
24,5,165.74544121810945,-47.19002908933268,165.69841960177874,-47.32063670837223,17.088997729863042,25.346396480542897,29.754248223391365,6.029957,"POLYGON Z ((1064723.688158845 4746035.344984396 -29754.24822339137, 1050540.281348698 4748133.395096036 -25346.3964805429, 1048345.322625276 4733294.85890804 -25346.3964805429, 1062528.729435423 4731196.8087964 -29754.24822339137, 1064723.688158845 4746035.344984396 -29754.24822339137))"
24,6,165.91266086155676,-47.251823742185586,165.86397643633214,-47.382181487489916,17.022707702602133,29.545198017476235,33.93645834415679,6.040203,"POLYGON Z ((1077992.437889781 4740192.677631383 -33936.45834415679, 1063826.579155697 4742438.847497909 -29545.19801747624, 1061477.493022969 4727623.929531851 -29545.19801747624, 1075643.351757053 4725377.759665324 -33936.45834415679, 1077992.437889781 4740192.677631383 -33936.45834415679))"
24,7,166.0787013642239,-47.3127808082854,166.02825519178015,-47.442861094476896,16.74822308278038,34.2087277953022,38.531226357020884,6.050813,"POLYGON Z ((1091147.795928101 4734397.565841771 -38531.22635702088, 1076986.685105169 4736801.509777178 -34208.72779530221, 1074476.249228462 4722013.078091941 -34208.72779530221, 1088637.360051394 4719609.134156534 -38531.22635702088, 1091147.795928101 4734397.565841771 -38531.22635702088))"
24,8,166.24688516678697,-47.37327893332128,166.1933000539213,-47.502812435538374,19.10956797640198,38.636409710542246,43.547045120205475,6.061657,"POLYGON Z ((1104204.00160387 4728576.745174716 -43547.04512020548, 1090275.798187315 4731201.780309801 -38636.40971054225, 1087497.672361638 4716461.291277998 -38636.40971054225, 1101425.875778193 4713836.256142913 -43547.04512020548, 1104204.00160387 4728576.745174716 -43547.04512020548))"
25,0,164.87176550906327,-47.009271518136956,164.82042095196215,-47.138957929706336,17.162138502118474,5.427242718215662,9.853393670260074,6.042913,"POLYGON Z ((996451.9025704432 4759374.062150991 -9853.393670260073, 982301.9995113248 4761652.09445262 -5427.242718215662, 979917.8076323918 4746842.785586761 -5427.242718215662, 994067.7106915102 4744564.753285131 -9853.393670260073, 996451.9025704432 4759374.062150991 -9853.393670260073))"
25,1,165.03829098486457,-47.073216794912845,164.98645194269133,-47.20284937567898,17.074815353718726,9.05788381432747,13.462186412972947,6.051034,"POLYGON Z ((1009824.331477175 4753519.478758812 -13462.18641297295, 995677.6307596129 4755858.918312912 -9057.88381432747, 993230.3190128015 4741059.909386165 -9057.88381432747, 1007377.019730364 4738720.469832066 -13462.18641297295, 1009824.331477175 4753519.478758812 -13462.18641297295))"
25,2,165.20255450288525,-47.136188196818125,165.15076326154906,-47.26586652545647,16.82397531028118,13.383181920450031,17.72466732279745,6.059612,"POLYGON Z ((1023003.708797617 4747766.637325746 -17724.66732279745, 1008841.395940254 4750128.924148166 -13383.18192045003, 1006373.478471586 4735333.337530264 -13383.18192045003, 1020535.791328949 4732971.050707844 -17724.66732279745, 1023003.708797617 4747766.637325746 -17724.66732279745))"
25,3,165.36747226482495,-47.19876492617728,165.3152372522687,-47.32839695559773,16.97362417337426,17.694255867925364,22.07322752236441,6.068583,"POLYGON Z ((1036163.142180295 4742003.823516179 -22073.22752236441, 1022021.584840483 4744420.632001441 -17694.25586792536, 1019494.703499991 4729635.001453809 -17694.25586792536, 1033636.260839803 4727218.192968547 -22073.22752236441, 1036163.142180295 4742003.823516179 -22073.22752236441))"
25,4,165.53521288096155,-47.26176323856762,165.48193009282957,-47.3912342295429,16.99115535776992,21.413559684703795,25.79692085867484,6.078073,"POLYGON Z ((1049513.450589437 4736140.744452039 -25796.92085867484, 1035390.944702687 4738658.87318132 -21413.5596847038, 1032757.882484895 4723891.781952603 -21413.5596847038, 1046880.388371645 4721373.653223322 -25796.92085867484, 1049513.450589437 4736140.744452039 -25796.92085867484))"
25,5,165.70151126751523,-47.32341231151086,165.64628258855717,-47.45254228796987,17.100219999045333,25.92206160704899,30.332721534987904,6.087770,"POLYGON Z ((1062691.173077297 4730324.314186862 -30332.7215349879, 1048607.824606078 4733008.597114995 -25922.06160704899, 1045799.385898741 4718273.85341084 -25922.06160704899, 1059882.73436996 4715589.570482707 -30332.7215349879, 1062691.173077297 4730324.314186862 -30332.7215349879))"
25,6,165.8668731377416,-47.38512702278918,165.81135003414946,-47.51423479447018,17.001512827576033,30.505452780196965,34.89140710102066,6.098165,"POLYGON Z ((1075808.238698847 4724586.096186304 -34891.40710102066, 1061726.123203088 4727316.925338732 -30505.45278019696, 1058870.494617079 4712591.254373415 -30505.45278019696, 1072952.610112838 4709860.425220987 -34891.40710102066, 1075808.238698847 4724586.096186304 -34891.40710102066))"
25,7,166.03591803491295,-47.445629071167446,165.9754285142605,-47.57374393744803,17.63434363935299,34.96918528894672,39.51330310921977,6.108352,"POLYGON Z ((1089033.761777637 4718646.502493719 -39513.30310921977, 1075081.276775025 4721757.636609657 -34969.18528894672, 1071816.739620077 4707117.185893781 -34969.18528894672, 1085769.22462269 4704006.051777843 -39513.30310921977, 1089033.761777637 4718646.502493719 -39513.30310921977))"
25,8,166.2114982741109,-47.506187941425395,166.14171392200427,-47.63215809532083,19.594659997206623,38.3976940284877,43.42815054765664,6.118568,"POLYGON Z ((1102517.299371489 4712429.271160187 -43428.15054765665, 1088900.212098032 4716206.762575903 -38397.6940284877, 1084890.513899109 4701752.617137533 -38397.6940284877, 1098507.601172566 4697975.125721817 -43428.15054765665, 1102517.299371489 4712429.271160187 -43428.15054765665))"
26,0,164.83429404696724,-47.146058916544455,164.77606200350118,-47.27440519704147,17.17459087825216,5.712277547261191,10.141543261912142,6.101040,"POLYGON Z ((995112.6539838589 4743394.338258678 -10141.54326191214, 981051.8808864716 4746164.945616787 -5712.277547261191, 978151.9645377626 4731447.932157172 -5712.277547261191, 992212.7376351499 4728677.324799063 -10141.54326191214, 995112.6539838589 4743394.338258678 -10141.54326191214))"
26,1,165.0000673554592,-47.20990457990391,164.94183183548435,-47.33829151267537,16.987768197160637,9.60875414798197,13.991267264753196,6.109289,"POLYGON Z ((1008411.848724936 4737586.605424259 -13991.2672647532, 994341.5000226721 4740382.828980776 -9608.754147981968, 991417.7028669718 4725670.541252747 -9608.754147981968, 1005488.051569236 4722874.31769623 -13991.2672647532, 1008411.848724936 4737586.605424259 -13991.2672647532))"
26,2,165.1649052304432,-47.273436443622025,165.10757299868277,-47.40205162999319,16.802632534672437,13.727377642753192,18.063514373079276,6.118115,"POLYGON Z ((1021620.402438556 4731846.607020758 -18063.51437307928, 1007527.428632267 4734600.877804683 -13727.37764275319, 1004650.323337949 4719879.387896204 -13727.37764275319, 1018743.297144238 4717125.11711228 -18063.51437307928, 1021620.402438556 4731846.607020758 -18063.51437307928))"
26,3,165.3304951743248,-47.33630640788632,165.2729045948621,-47.46490765483387,16.93425278000455,17.97868554464308,22.34779775772663,6.127221,"POLYGON Z ((1034808.538850262 4726076.414350647 -22347.79775772663, 1020733.667248763 4728870.845933422 -17978.68554464308, 1017812.576054654 4714158.020703859 -17978.68554464308, 1031887.447656153 4711363.589121083 -22347.79775772663, 1034808.538850262 4726076.414350647 -22347.79775772663))"
26,4,165.4974788144459,-47.39910165981728,165.43913858707032,-47.52758635848888,17.01130050472736,22.028825242478167,26.417229922360974,6.136775,"POLYGON Z ((1048068.387330323 4720259.875919384 -26417.22992236097, 1034015.147149776 4723131.869093721 -22028.82524247817, 1031011.746400488 4708435.62522193 -22028.82524247817, 1045064.986581035 4705563.632047593 -26417.22992236097, 1048068.387330323 4720259.875919384 -26417.22992236097))"
26,5,165.6627118274322,-47.4609897936361,165.60389956157636,-47.58941396354038,17.083509962588607,26.670305622295132,31.0767840816348,6.146724,"POLYGON Z ((1061161.816828748 4714524.559383074 -31076.7840816348, 1047125.944987575 4717453.253502565 -26670.30562229513, 1044062.065140898 4702769.499204528 -26670.30562229513, 1058097.936982071 4699840.805085037 -31076.7840816348, 1061161.816828748 4714524.559383074 -31076.7840816348))"
26,6,165.82823435304044,-47.52300825571412,165.76978084888663,-47.651545327799965,17.005305974498775,31.195682777917646,35.58258673372515,6.157289,"POLYGON Z ((1074273.769912717 4708808.537217497 -35582.58673372515, 1060231.285304804 4711734.917185824 -31195.68277791765, 1057171.107240496 4697050.390968927 -31195.68277791765, 1071213.59184841 4694124.0110006 -35582.58673372515, 1074273.769912717 4708808.537217497 -35582.58673372515))"
26,7,166.0048255611772,-47.582841021705136,165.93399821087647,-47.70854201738487,19.256466893489915,35.143746047396945,40.09070406469545,6.166569,"POLYGON Z ((1087754.228157938 4702490.259320446 -40090.70406469545, 1074117.617076481 4706307.384493686 -35143.74604739695, 1070074.274155603 4691862.614574294 -35143.74604739695, 1083710.88523706 4688045.489401054 -40090.70406469545, 1087754.228157938 4702490.259320446 -40090.70406469545))"
27,0,164.7736110316534,-47.276229638559755,164.71323354942828,-47.404137462258916,17.05427199274105,5.543229381137253,9.942390518584565,6.158865,"POLYGON Z ((992030.8046585366 4728318.056915289 -9942.390518584565, 977988.2591055369 4731225.684071356 -5543.229381137253, 974946.8952272164 4716537.249649689 -5543.229381137253, 988989.4407802161 4713629.622493621 -9942.390518584565, 992030.8046585366 4728318.056915289 -9942.390518584565))"
27,1,164.94010781768782,-47.34009698512022,164.8792131822912,-47.46793458612777,16.97857436138514,9.419069160737596,13.799280302194326,6.167074,"POLYGON Z ((1005343.913342304 4722486.74468171 -13799.28030219433, 991308.4502649445 4725456.513453912 -9419.069160737596, 988203.3423228543 4710781.422153754 -9419.069160737596, 1002238.805400213 4707811.653381553 -13799.28030219433, 1005343.913342304 4722486.74468171 -13799.28030219433))"
27,2,165.10644941406244,-47.40254537748319,165.04292013185997,-47.5298340556184,16.836676744278737,13.844732634445633,18.18940083290086,6.175355,"POLYGON Z ((1018569.181088918 4716625.195797469 -18189.40083290086, 1004571.211174888 4719815.916175571 -13844.73263444563, 1001237.592859134 4705191.040486361 -13844.73263444563, 1015235.562773164 4702000.320108258 -18189.40083290086, 1018569.181088918 4716625.195797469 -18189.40083290086))"
27,3,165.27307408377152,-47.46479290856515,165.20707804907616,-47.591547493118426,16.931598166224344,18.222789267942446,22.591236634506068,6.184121,"POLYGON Z ((1031766.488025752 4710777.115038874 -22591.23663450607, 1017824.06498664 4714172.03880886 -18222.78926794244, 1014275.313925339 4699597.871048575 -18222.78926794244, 1028217.736964451 4696202.947278589 -22591.23663450607, 1031766.488025752 4710777.115038874 -22591.23663450607))"
27,4,165.4422468257571,-47.52785318717017,165.37426741057305,-47.65417168210954,17.020710560198324,21.895878321629528,26.286638701695026,6.193570,"POLYGON Z ((1045141.803735962 4704865.820488746 -26286.63870169502, 1031248.429762168 4708428.878572636 -21895.87832162953, 1027522.157255845 4693899.085277182 -21895.87832162953, 1041415.531229638 4690336.027193292 -26286.63870169502, 1045141.803735962 4704865.820488746 -26286.63870169502))"
27,5,165.60933716796035,-47.58958500215142,165.53899160090586,-47.715355044070456,16.99501529605219,26.467058570004276,30.851386153771205,6.203273,"POLYGON Z ((1058315.482403155 4699028.444086874 -30851.3861537712, 1044472.395721229 4702789.643729928 -26467.05857000428, 1040539.444855361 4688314.427065343 -26467.05857000428, 1054382.531537287 4684553.227422289 -30851.3861537712, 1058315.482403155 4699028.444086874 -30851.3861537712))"
27,6,165.77703982137123,-47.65179639137194,165.7057346278351,-47.77736571176395,17.122487630719377,30.722031621597893,35.1382631506986,6.213714,"POLYGON Z ((1071526.505599816 4693222.074707713 -35138.2631506986, 1057718.428867257 4697073.55702354 -30722.03162159789, 1053688.32229514 4682625.088557389 -30722.03162159789, 1067496.3990277 4678773.606241561 -35138.2631506986, 1071526.505599816 4693222.074707713 -35138.2631506986))"
27,7,165.94777895781147,-47.713652599710265,165.8734095090301,-47.838457587865896,20.410251644327822,34.688314239032955,39.91941041211063,6.224326,"POLYGON Z ((1084630.06407651 4687368.245896786 -39919.41041211063, 1071159.214227199 4691389.668178185 -34688.31423903295, 1066868.413805862 4677016.462838239 -34688.31423903295, 1080339.263655173 4672995.04055684 -39919.41041211063, 1084630.06407651 4687368.245896786 -39919.41041211063))"
28,0,164.7148149364236,-47.402957163207425,164.64305154651194,-47.52815284545958,16.741038454052177,5.572876231934215,9.893573616820719,6.215116,"POLYGON Z ((988921.009135462 4712941.611256543 -9893.573616820719, 975052.0531464546 4716681.080989434 -5572.876231934215, 971147.0765466628 4702198.292661385 -5572.876231934215, 985016.0325356702 4698458.822928493 -9893.573616820719, 988921.009135462 4712941.611256543 -9893.573616820719))"
28,1,164.88265794977005,-47.46662301542693,164.80882325742442,-47.59131570176377,17.010845633806845,9.468911456683784,13.857202261814015,6.223107,"POLYGON Z ((1002247.861431626 4707044.067161027 -13857.20226181401, 988447.3964508085 4710954.319086777 -9468.911456683785, 984358.2415238852 4696522.451155577 -9468.911456683785, 998158.706504703 4692612.199229827 -13857.20226181401, 1002247.861431626 4707044.067161027 -13857.20226181401))"
28,2,165.04955549194506,-47.52958368332029,164.97369100953543,-47.653768723675256,16.976116416887294,13.758889607935807,18.13848530406782,6.231517,"POLYGON Z ((1015486.679289383 4701186.685177424 -18138.48530406782, 1001733.735128973 4705270.270423146 -13758.88960793581, 997464.1074636625 4690890.761405115 -13758.88960793581, 1011217.051624072 4686807.176159393 -18138.48530406782, 1015486.679289383 4701186.685177424 -18138.48530406782))"
28,3,165.21560274433526,-47.59228688410709,165.13870408461457,-47.716233053333596,17.046458287658588,18.22154075531444,22.618746180054032,6.240508,"POLYGON Z ((1028642.358158644 4695400.734823126 -22618.74618005403, 1014923.952896074 4699580.440734375 -18221.54075531444, 1010552.183673852 4685231.655633621 -18221.54075531444, 1024270.588936422 4681051.949722372 -22618.74618005403, 1028642.358158644 4695400.734823126 -22618.74618005403))"
28,4,165.38269197780662,-47.65502342596244,165.3047873755986,-47.7787353372896,17.025344506516497,22.506185641233024,26.89810603344904,6.250007,"POLYGON Z ((1041854.078646658 4689591.313182051 -26898.10603344904, 1028163.593315775 4693867.01741332 -22506.18564123302, 1023691.919468189 4679549.052020122 -22506.18564123302, 1037382.404799073 4675273.347788854 -26898.10603344904, 1041854.078646658 4689591.313182051 -26898.10603344904))"
28,5,165.54735155630996,-47.717744423282156,165.47131327259112,-47.84203470840533,16.977562040020796,27.031273586810567,31.41123125384924,6.260344,"POLYGON Z ((1054922.197876693 4683951.894671302 -31411.23125384924, 1041191.64283437 4688109.758192956 -27031.27358681057, 1036844.31939298 4673753.547728632 -27031.27358681057, 1050574.874435303 4669595.684206978 -31411.23125384924, 1054922.197876693 4683951.894671302 -31411.23125384924))"
28,6,165.7139295378711,-47.78051746397553,165.63914048301118,-47.905200860821246,17.20140936134115,31.256756264564753,35.692729482879926,6.271109,"POLYGON Z ((1068070.552487769 4678252.276598283 -35692.72948287993, 1054334.896783909 4682333.196101458 -31256.75626456475, 1050062.89530244 4667954.392140686 -31256.75626456475, 1063798.5510063 4663873.472637511 -35692.72948287993, 1068070.552487769 4678252.276598283 -35692.72948287993))"
28,7,165.8779373057671,-47.84422630569989,165.80988413187183,-47.97069047332823,20.02571598740572,35.24132474283295,40.37795279032812,6.283109,"POLYGON Z ((1080906.288741243 4672862.3852362 -40377.95279032813, 1067266.293393929 4676407.18131312 -35241.32474283295, 1063493.383477333 4661889.428361604 -35241.32474283295, 1077133.378824647 4658344.632284684 -40377.95279032813, 1080906.288741243 4672862.3852362 -40377.95279032813))"
29,0,164.66229571471192,-47.53527214550976,164.5858036253867,-47.65921933614413,17.17084909125602,5.818345723636028,10.246675512133255,6.272814,"POLYGON Z ((986424.345156843 4697505.647559686 -10246.67551213326, 972679.6811221804 4701564.478162034 -5818.345723636028, 968431.5036802784 4687178.617450137 -5818.345723636028, 982176.167714941 4683119.786847788 -10246.67551213326, 986424.345156843 4697505.647559686 -10246.67551213326))"
